,Mes,Precio m2,Variación mensual,Variación trimestral,Variación anual,Distrito
2024,01/12/09,n.d.,n.d.,n.d.,n.d.,Rekalde
2025,01/11/09,n.d.,n.d.,n.d.,n.d.,Rekalde
2026,01/10/09,n.d.,n.d.,n.d.,n.d.,Rekalde
2027,01/09/09,n.d.,n.d.,n.d.,n.d.,Rekalde
2028,01/08/09,n.d.,n.d.,n.d.,n.d.,Rekalde
2029,01/07/09,n.d.,n.d.,n.d.,n.d.,Rekalde
2030,01/06/09,n.d.,n.d.,n.d.,n.d.,Rekalde
2031,01/05/09,n.d.,n.d.,n.d.,n.d.,Rekalde
2032,01/04/09,n.d.,n.d.,n.d.,n.d.,Rekalde
2033,01/03/09,n.d.,n.d.,n.d.,n.d.,Rekalde
2034,01/02/09,n.d.,n.d.,n.d.,n.d.,Rekalde
2035,01/01/09,n.d.,n.d.,n.d.,n.d.,Rekalde
2036,01/12/08,n.d.,n.d.,n.d.,n.d.,Rekalde
2037,01/11/08,n.d.,n.d.,n.d.,n.d.,Rekalde
2038,01/10/08,n.d.,n.d.,n.d.,n.d.,Rekalde
2039,01/09/08,n.d.,n.d.,n.d.,n.d.,Rekalde
2040,01/08/08,n.d.,n.d.,n.d.,n.d.,Rekalde
2041,01/07/08,n.d.,n.d.,n.d.,n.d.,Rekalde
2042,01/06/08,n.d.,n.d.,n.d.,n.d.,Rekalde
2043,01/05/08,n.d.,n.d.,n.d.,n.d.,Rekalde
2044,01/04/08,n.d.,n.d.,n.d.,n.d.,Rekalde
2045,01/03/08,n.d.,n.d.,n.d.,n.d.,Rekalde
2046,01/02/08,n.d.,n.d.,n.d.,n.d.,Rekalde
2047,01/01/08,n.d.,n.d.,n.d.,n.d.,Rekalde
2048,01/12/07,n.d.,n.d.,n.d.,n.d.,Rekalde
2049,01/11/07,n.d.,n.d.,n.d.,n.d.,Rekalde
2050,01/10/07,n.d.,n.d.,n.d.,n.d.,Rekalde
2051,01/09/07,n.d.,n.d.,n.d.,n.d.,Rekalde
2052,01/08/07,n.d.,n.d.,n.d.,n.d.,Rekalde
2053,01/07/07,n.d.,n.d.,n.d.,n.d.,Rekalde
2054,01/06/07,n.d.,n.d.,n.d.,n.d.,Rekalde
2055,01/05/07,n.d.,n.d.,n.d.,n.d.,Rekalde
2056,01/04/07,n.d.,n.d.,n.d.,n.d.,Rekalde
2057,01/03/07,n.d.,n.d.,n.d.,n.d.,Rekalde
2058,01/02/07,n.d.,n.d.,n.d.,n.d.,Rekalde
2059,01/01/07,n.d.,n.d.,n.d.,n.d.,Rekalde
2060,01/12/06,n.d.,n.d.,n.d.,n.d.,Rekalde
2061,01/11/06,n.d.,n.d.,n.d.,n.d.,Rekalde
2062,01/10/06,n.d.,n.d.,n.d.,n.d.,Rekalde
2063,01/09/06,n.d.,n.d.,n.d.,n.d.,Rekalde
2064,01/08/06,n.d.,n.d.,n.d.,n.d.,Rekalde
2065,01/07/06,n.d.,n.d.,n.d.,n.d.,Rekalde
2066,01/06/06,n.d.,n.d.,n.d.,n.d.,Rekalde
2067,01/05/06,n.d.,n.d.,n.d.,n.d.,Rekalde
2068,01/04/06,n.d.,n.d.,n.d.,n.d.,Rekalde
2069,01/03/06,n.d.,n.d.,n.d.,n.d.,Rekalde
2070,01/02/06,n.d.,n.d.,n.d.,n.d.,Rekalde
2071,01/01/06,n.d.,n.d.,n.d.,n.d.,Rekalde
2072,01/02/25,15.5,2.1%,9.1%,13.9%,Uribarri
2073,01/01/25,15.1,2.2%,6.8%,19.5%,Uribarri
2074,01/12/24,14.8,4.6%,11.1%,"12,00%",Uribarri
2075,01/11/24,14.2,n.d.,6.3%,11.7%,Uribarri
2076,01/10/24,14.2,6.3%,6.3%,11.7%,Uribarri
2077,01/09/24,13.3,n.d.,-1.8%,6.2%,Uribarri
2078,01/08/24,13.3,n.d.,n.d.,6.1%,Uribarri
2079,01/07/24,13.3,-1.8%,0.7%,5.2%,Uribarri
2080,01/06/24,13.6,1.8%,-0.8%,4.1%,Uribarri
2081,01/05/24,13.3,0.7%,-1.8%,2.6%,Uribarri
2082,01/04/24,13.2,-3.2%,4.5%,3.6%,Uribarri
2083,01/03/24,13.7,0.8%,3.4%,7.1%,Uribarri
2084,01/02/24,13.6,7.1%,"7,00%",5.8%,Uribarri
2085,01/01/24,12.7,-4.3%,-0.2%,6.7%,Uribarri
2086,01/12/23,13.2,4.3%,5.4%,9.5%,Uribarri
2087,01/11/23,12.7,n.d.,"1,00%",8.7%,Uribarri
2088,01/10/23,12.7,"1,00%",0.1%,10.8%,Uribarri
2089,01/09/23,12.6,-0.1%,-3.6%,8.8%,Uribarri
2090,01/08/23,12.6,-0.9%,-3.3%,8.9%,Uribarri
2091,01/07/23,12.7,-2.7%,-0.8%,8.7%,Uribarri
2092,01/06/23,13.0,0.3%,"2,00%",11.3%,Uribarri
2093,01/05/23,13.0,1.7%,1.3%,10.5%,Uribarri
2094,01/04/23,12.8,n.d.,7.6%,7.4%,Uribarri
2095,01/03/23,12.8,-0.4%,5.7%,7.8%,Uribarri
2096,01/02/23,12.8,8.1%,"10,00%",9.3%,Uribarri
2097,01/01/23,11.9,-1.7%,3.7%,1.5%,Uribarri
2098,01/12/22,12.1,3.6%,4.7%,0.7%,Uribarri
2099,01/11/22,11.7,1.9%,1.1%,-5.2%,Uribarri
2100,01/10/22,11.5,-0.7%,-1.8%,-4.5%,Uribarri
2101,01/09/22,11.5,n.d.,-1.5%,-3.8%,Uribarri
2102,01/08/22,11.5,-1.1%,-1.9%,-2.1%,Uribarri
2103,01/07/22,11.7,-0.4%,-1.9%,n.d.,Uribarri
2104,01/06/22,11.7,-0.4%,-1.2%,-2.4%,Uribarri
2105,01/05/22,11.8,-1.1%,0.2%,-3.8%,Uribarri
2106,01/04/22,11.9,0.4%,1.7%,-3.5%,Uribarri
2107,01/03/22,11.9,0.9%,-1.2%,-5.2%,Uribarri
2108,01/02/22,11.7,0.4%,-4.6%,-4.6%,Uribarri
2109,01/01/22,11.7,-2.5%,-2.5%,-2.5%,Uribarri
2110,01/12/21,12.0,-2.5%,n.d.,n.d.,Uribarri
2111,01/11/21,12.3,2.6%,4.4%,1.4%,Uribarri
2112,01/10/21,12.0,n.d.,2.9%,-3.7%,Uribarri
2113,01/09/21,12.0,1.8%,n.d.,-2.3%,Uribarri
2114,01/08/21,11.8,"1,00%",-3.6%,-2.7%,Uribarri
2115,01/07/21,11.7,-2.8%,-5.4%,-2.8%,Uribarri
2116,01/06/21,12.0,-1.8%,"-4,00%",-0.2%,Uribarri
2117,01/05/21,12.2,-0.9%,-0.7%,2.5%,Uribarri
2118,01/04/21,12.3,-1.3%,2.8%,2.8%,Uribarri
2119,01/03/21,12.5,1.6%,4.2%,9.4%,Uribarri
2120,01/02/21,12.3,2.6%,1.4%,7.7%,Uribarri
2121,01/01/21,12.0,n.d.,-3.7%,"4,00%",Uribarri
2122,01/12/20,12.0,-1.1%,-2.3%,"5,00%",Uribarri
2123,01/11/20,12.1,-2.6%,0.1%,5.2%,Uribarri
2124,01/10/20,12.5,1.5%,3.8%,8.4%,Uribarri
2125,01/09/20,12.3,1.3%,2.1%,9.2%,Uribarri
2126,01/08/20,12.1,"1,00%",1.6%,9.8%,Uribarri
2127,01/07/20,12.0,-0.2%,n.d.,6.2%,Uribarri
2128,01/06/20,12.0,0.9%,5.2%,7.7%,Uribarri
2129,01/05/20,11.9,-0.6%,4.3%,7.9%,Uribarri
2130,01/04/20,12.0,"5,00%","4,00%",8.3%,Uribarri
2131,01/03/20,11.4,n.d.,n.d.,3.1%,Uribarri
2132,01/02/20,11.4,"-1,00%","-1,00%",4.8%,Uribarri
2133,01/01/20,11.5,"1,00%",0.3%,5.2%,Uribarri
2134,01/12/19,11.4,"-1,00%",1.6%,1.5%,Uribarri
2135,01/11/19,11.5,0.3%,4.5%,1.2%,Uribarri
2136,01/10/19,11.5,2.2%,1.8%,"3,00%",Uribarri
2137,01/09/19,11.2,1.9%,0.7%,3.3%,Uribarri
2138,01/08/19,11.0,-2.2%,-0.1%,2.5%,Uribarri
2139,01/07/19,11.3,1.2%,"2,00%",4.3%,Uribarri
2140,01/06/19,11.2,"1,00%",0.7%,1.5%,Uribarri
2141,01/05/19,11.1,-0.2%,1.3%,-0.9%,Uribarri
2142,01/04/19,11.1,-0.1%,"1,00%",0.7%,Uribarri
2143,01/03/19,11.1,1.6%,-1.5%,-1.6%,Uribarri
2144,01/02/19,10.9,-0.6%,-4.3%,0.7%,Uribarri
2145,01/01/19,11.0,-2.5%,-1.7%,9.7%,Uribarri
2146,01/12/18,11.3,-1.2%,3.4%,10.2%,Uribarri
2147,01/11/18,11.4,2.1%,5.8%,9.4%,Uribarri
2148,01/10/18,11.2,2.5%,3.1%,5.1%,Uribarri
2149,01/09/18,10.9,1.1%,"-1,00%",-0.1%,Uribarri
2150,01/08/18,10.8,-0.6%,-3.4%,-0.6%,Uribarri
2151,01/07/18,10.8,-1.5%,-1.5%,"2,00%",Uribarri
2152,01/06/18,11.0,-1.4%,-2.3%,4.8%,Uribarri
2153,01/05/18,11.2,1.4%,"3,00%",6.3%,Uribarri
2154,01/04/18,11.0,-2.3%,"10,00%",7.9%,Uribarri
2155,01/03/18,11.3,"4,00%",10.3%,9.3%,Uribarri
2156,01/02/18,10.8,8.3%,"4,00%",5.2%,Uribarri
2157,01/01/18,10.0,-2.1%,-5.8%,-5.2%,Uribarri
2158,01/12/17,10.2,-1.9%,-6.3%,-4.5%,Uribarri
2159,01/11/17,10.4,-1.9%,-3.8%,-2.6%,Uribarri
2160,01/10/17,10.6,-2.6%,"0,00%",-1.3%,Uribarri
2161,01/09/17,10.9,0.7%,3.9%,4.4%,Uribarri
2162,01/08/17,10.8,"2,00%",3.2%,4.2%,Uribarri
2163,01/07/17,10.6,1.2%,4.2%,6.2%,Uribarri
2164,01/06/17,10.5,"0,00%",1.9%,"5,00%",Uribarri
2165,01/05/17,10.5,"3,00%","2,00%",4.2%,Uribarri
2166,01/04/17,10.2,-1.1%,-3.4%,1.3%,Uribarri
2167,01/03/17,10.3,0.1%,-3.6%,"3,00%",Uribarri
2168,01/02/17,10.3,-2.4%,-3.8%,2.9%,Uribarri
2169,01/01/17,10.5,-1.3%,"-2,00%",6.2%,Uribarri
2170,01/12/16,10.7,"0,00%",2.3%,6.9%,Uribarri
2171,01/11/16,10.7,-0.6%,2.9%,"7,00%",Uribarri
2172,01/10/16,10.8,"3,00%",7.7%,6.3%,Uribarri
2173,01/09/16,10.4,0.5%,4.5%,4.5%,Uribarri
2174,01/08/16,10.4,3.9%,3.2%,3.9%,Uribarri
2175,01/07/16,10.0,n.d.,-0.7%,n.d.,Uribarri
2176,01/06/16,10.0,-0.7%,-0.1%,n.d.,Uribarri
2177,01/05/16,10.1,"0,00%",0.7%,0.7%,Uribarri
2178,01/04/16,10.1,0.6%,1.4%,0.7%,Uribarri
2179,01/03/16,10.0,0.1%,0.1%,-2.8%,Uribarri
2180,01/02/16,10.0,0.7%,n.d.,-3.3%,Uribarri
2181,01/01/16,9.9,-0.7%,"-2,00%",-0.7%,Uribarri
2182,01/12/15,10.0,n.d.,n.d.,-0.4%,Uribarri
2183,01/11/15,10.0,-1.3%,n.d.,n.d.,Uribarri
2184,01/10/15,10.1,1.3%,1.3%,1.3%,Uribarri
2185,01/09/15,10.0,n.d.,n.d.,-0.1%,Uribarri
2186,01/08/15,10.0,n.d.,n.d.,-0.1%,Uribarri
2187,01/07/15,10.0,n.d.,n.d.,"0,00%",Uribarri
2188,01/06/15,10.0,n.d.,-2.8%,"0,00%",Uribarri
2189,01/05/15,10.0,n.d.,-3.3%,"0,00%",Uribarri
2190,01/04/15,10.0,-2.8%,n.d.,"0,00%",Uribarri
2191,01/03/15,10.3,-0.5%,2.5%,"7,00%",Uribarri
2192,01/02/15,10.3,3.4%,3.4%,3.3%,Uribarri
2193,01/01/15,10.0,-0.4%,n.d.,-0.1%,Uribarri
2194,01/12/14,10.0,0.4%,0.3%,"-4,00%",Uribarri
2195,01/11/14,10.0,n.d.,-0.1%,-4.5%,Uribarri
2196,01/10/14,10.0,-0.1%,"0,00%","-4,00%",Uribarri
2197,01/09/14,10.0,"0,00%","0,00%",-4.4%,Uribarri
2198,01/08/14,10.0,"0,00%","0,00%","-4,00%",Uribarri
2199,01/07/14,10.0,"0,00%","0,00%",-3.9%,Uribarri
2200,01/06/14,10.0,"0,00%","4,00%","-5,00%",Uribarri
2201,01/05/14,10.0,n.d.,-0.1%,-3.6%,Uribarri
2202,01/04/14,10.0,"4,00%",-0.1%,-3.5%,Uribarri
2203,01/03/14,9.6,-3.9%,"-8,00%",-9.4%,Uribarri
2204,01/02/14,10.0,"0,00%",-4.4%,-6.1%,Uribarri
2205,01/01/14,10.0,-4.3%,-3.9%,-5.6%,Uribarri
2206,01/12/13,10.5,-0.1%,-0.1%,-2.3%,Uribarri
2207,01/11/13,10.5,0.5%,0.4%,-2.7%,Uribarri
2208,01/10/13,10.4,-0.5%,"0,00%",-4.5%,Uribarri
2209,01/09/13,10.5,0.4%,-0.5%,-7.9%,Uribarri
2210,01/08/13,10.4,0.1%,0.5%,-9.7%,Uribarri
2211,01/07/13,10.4,"-1,00%",0.5%,-10.7%,Uribarri
2212,01/06/13,10.5,1.5%,-0.9%,-9.8%,Uribarri
2213,01/05/13,10.4,0.1%,-2.7%,-12.8%,Uribarri
2214,01/04/13,10.4,-2.4%,-2.2%,-12.8%,Uribarri
2215,01/03/13,10.6,-0.4%,-0.8%,-9.9%,Uribarri
2216,01/02/13,10.7,0.5%,"-1,00%",-11.9%,Uribarri
2217,01/01/13,10.6,-0.9%,-2.8%,-15.2%,Uribarri
2218,01/12/12,10.7,-0.6%,-5.8%,-11.9%,Uribarri
2219,01/11/12,10.8,-1.3%,-6.7%,-9.4%,Uribarri
2220,01/10/12,10.9,"-4,00%",-6.5%,-7.7%,Uribarri
2221,01/09/12,11.4,-1.5%,-2.6%,-3.8%,Uribarri
2222,01/08/12,11.5,-1.1%,"-3,00%",-2.2%,Uribarri
2223,01/07/12,11.7,n.d.,-1.9%,n.d.,Uribarri
2224,01/06/12,11.7,-1.9%,"-1,00%",n.d.,Uribarri
2225,01/05/12,11.9,n.d.,-1.7%,n.d.,Uribarri
2226,01/04/12,11.9,0.9%,-4.9%,n.d.,Uribarri
2227,01/03/12,11.8,-2.6%,-2.9%,n.d.,Uribarri
2228,01/02/12,12.1,-3.2%,1.9%,n.d.,Uribarri
2229,01/01/12,12.5,2.9%,5.8%,n.d.,Uribarri
2230,01/12/11,12.1,2.3%,2.7%,n.d.,Uribarri
2231,01/11/11,11.9,0.5%,0.6%,n.d.,Uribarri
2232,01/10/11,11.8,n.d.,n.d.,n.d.,Uribarri
2233,01/09/11,11.8,0.2%,n.d.,n.d.,Uribarri
2234,01/08/11,11.8,n.d.,n.d.,n.d.,Uribarri
2235,01/07/11,n.d.,n.d.,n.d.,n.d.,Uribarri
2236,01/06/11,n.d.,n.d.,n.d.,n.d.,Uribarri
2237,01/05/11,n.d.,n.d.,n.d.,n.d.,Uribarri
2238,01/04/11,n.d.,n.d.,n.d.,n.d.,Uribarri
2239,01/03/11,n.d.,n.d.,n.d.,n.d.,Uribarri
2240,01/02/11,n.d.,n.d.,n.d.,n.d.,Uribarri
2241,01/01/11,n.d.,n.d.,n.d.,n.d.,Uribarri
2242,01/12/10,n.d.,n.d.,n.d.,n.d.,Uribarri
2243,01/11/10,n.d.,n.d.,n.d.,n.d.,Uribarri
2244,01/10/10,n.d.,n.d.,n.d.,n.d.,Uribarri
2245,01/09/10,n.d.,n.d.,n.d.,n.d.,Uribarri
2246,01/08/10,n.d.,n.d.,n.d.,n.d.,Uribarri
2247,01/07/10,n.d.,n.d.,n.d.,n.d.,Uribarri
2248,01/06/10,n.d.,n.d.,n.d.,n.d.,Uribarri
2249,01/05/10,n.d.,n.d.,n.d.,n.d.,Uribarri
2250,01/04/10,n.d.,n.d.,n.d.,n.d.,Uribarri
2251,01/03/10,n.d.,n.d.,n.d.,n.d.,Uribarri
2252,01/02/10,n.d.,n.d.,n.d.,n.d.,Uribarri
2253,01/01/10,n.d.,n.d.,n.d.,n.d.,Uribarri
2254,01/12/09,n.d.,n.d.,n.d.,n.d.,Uribarri
2255,01/11/09,n.d.,n.d.,n.d.,n.d.,Uribarri
2256,01/10/09,n.d.,n.d.,n.d.,n.d.,Uribarri
2257,01/09/09,n.d.,n.d.,n.d.,n.d.,Uribarri
2258,01/08/09,n.d.,n.d.,n.d.,n.d.,Uribarri
2259,01/07/09,n.d.,n.d.,n.d.,n.d.,Uribarri
2260,01/06/09,n.d.,n.d.,n.d.,n.d.,Uribarri
2261,01/05/09,n.d.,n.d.,n.d.,n.d.,Uribarri
2262,01/04/09,n.d.,n.d.,n.d.,n.d.,Uribarri
2263,01/03/09,n.d.,n.d.,n.d.,n.d.,Uribarri
2264,01/02/09,n.d.,n.d.,n.d.,n.d.,Uribarri
2265,01/01/09,n.d.,n.d.,n.d.,n.d.,Uribarri
2266,01/12/08,n.d.,n.d.,n.d.,n.d.,Uribarri
2267,01/11/08,n.d.,n.d.,n.d.,n.d.,Uribarri
2268,01/10/08,n.d.,n.d.,n.d.,n.d.,Uribarri
2269,01/09/08,n.d.,n.d.,n.d.,n.d.,Uribarri
2270,01/08/08,n.d.,n.d.,n.d.,n.d.,Uribarri
2271,01/07/08,n.d.,n.d.,n.d.,n.d.,Uribarri
2272,01/06/08,n.d.,n.d.,n.d.,n.d.,Uribarri
2273,01/05/08,n.d.,n.d.,n.d.,n.d.,Uribarri
2274,01/04/08,n.d.,n.d.,n.d.,n.d.,Uribarri
2275,01/03/08,n.d.,n.d.,n.d.,n.d.,Uribarri
2276,01/02/08,n.d.,n.d.,n.d.,n.d.,Uribarri
2277,01/01/08,n.d.,n.d.,n.d.,n.d.,Uribarri
2278,01/12/07,n.d.,n.d.,n.d.,n.d.,Uribarri
2279,01/11/07,n.d.,n.d.,n.d.,n.d.,Uribarri
2280,01/10/07,n.d.,n.d.,n.d.,n.d.,Uribarri
2281,01/09/07,n.d.,n.d.,n.d.,n.d.,Uribarri
2282,01/08/07,n.d.,n.d.,n.d.,n.d.,Uribarri
2283,01/07/07,n.d.,n.d.,n.d.,n.d.,Uribarri
2284,01/06/07,n.d.,n.d.,n.d.,n.d.,Uribarri
2285,01/05/07,n.d.,n.d.,n.d.,n.d.,Uribarri
2286,01/04/07,n.d.,n.d.,n.d.,n.d.,Uribarri
2287,01/03/07,n.d.,n.d.,n.d.,n.d.,Uribarri
2288,01/02/07,n.d.,n.d.,n.d.,n.d.,Uribarri
2289,01/01/07,n.d.,n.d.,n.d.,n.d.,Uribarri
2290,01/12/06,n.d.,n.d.,n.d.,n.d.,Uribarri
2291,01/11/06,n.d.,n.d.,n.d.,n.d.,Uribarri
2292,01/10/06,n.d.,n.d.,n.d.,n.d.,Uribarri
2293,01/09/06,n.d.,n.d.,n.d.,n.d.,Uribarri
2294,01/08/06,n.d.,n.d.,n.d.,n.d.,Uribarri
2295,01/07/06,n.d.,n.d.,n.d.,n.d.,Uribarri
2296,01/06/06,n.d.,n.d.,n.d.,n.d.,Uribarri
2297,01/05/06,n.d.,n.d.,n.d.,n.d.,Uribarri
2298,01/04/06,n.d.,n.d.,n.d.,n.d.,Uribarri
2299,01/03/06,n.d.,n.d.,n.d.,n.d.,Uribarri
2300,01/02/06,n.d.,n.d.,n.d.,n.d.,Uribarri
2301,01/01/06,n.d.,n.d.,n.d.,n.d.,Uribarri
